PING 52.175.213.212 (52.175.213.212) 56(84) bytes of data.
64 bytes from 52.175.213.212: icmp_seq=337 ttl=57 time=1.21 ms
64 bytes from 52.175.213.212: icmp_seq=338 ttl=57 time=1.17 ms
64 bytes from 52.175.213.212: icmp_seq=339 ttl=57 time=1.07 ms
64 bytes from 52.175.213.212: icmp_seq=340 ttl=57 time=1.26 ms
64 bytes from 52.175.213.212: icmp_seq=341 ttl=57 time=1.52 ms
64 bytes from 52.175.213.212: icmp_seq=342 ttl=57 time=2.27 ms
64 bytes from 52.175.213.212: icmp_seq=343 ttl=57 time=1.16 ms
64 bytes from 52.175.213.212: icmp_seq=344 ttl=57 time=1.18 ms
64 bytes from 52.175.213.212: icmp_seq=345 ttl=57 time=1.34 ms
64 bytes from 52.175.213.212: icmp_seq=346 ttl=57 time=1.33 ms
64 bytes from 52.175.213.212: icmp_seq=347 ttl=57 time=1.61 ms
64 bytes from 52.175.213.212: icmp_seq=348 ttl=57 time=1.41 ms
64 bytes from 52.175.213.212: icmp_seq=349 ttl=57 time=1.23 ms
64 bytes from 52.175.213.212: icmp_seq=350 ttl=57 time=1.22 ms
64 bytes from 52.175.213.212: icmp_seq=351 ttl=57 time=1.56 ms
64 bytes from 52.175.213.212: icmp_seq=352 ttl=57 time=1.89 ms
64 bytes from 52.175.213.212: icmp_seq=353 ttl=57 time=1.56 ms
